,breakfast,cancelation,guest_reviews,location,price_AZN,review_number,title,type_room,distance_km,latitude,longitude
273,No,No,Good,Sabayil,153.0,6,VIP APARTAMENT NIZAMI STREET,Studio Apartment,0.2,40.34018472008257,49.81870865057885
274,No,Yes,,Nasimi,150.0,,5 Rooms Mc Donalds & SwimmingPool,Apartment with Pool View ,0.25,40.39482299502607,49.82684828968684
275,Yes,Yes,Very Good,Sabayil,,77,Sands Of Time Hotel,Single Standard,0.6,40.34018472008257,49.81870865057885
276,No,Yes,Very Good,Sabayil,11.0,18,Baku Home Hostel,Bed in 8-Bed Mixed Dormitory Room,0.9,40.34018472008257,49.81870865057885
277,No,No,Good,Sabayil,62.0,28,Center Khagani Hotel,Deluxe Double or Twin Room,0.3,40.34018472008257,49.81870865057885
278,Yes,No,Good,Sabayil,36.0,80,City Walls Hotel,Budget Single Room,0.8,40.34018472008257,49.81870865057885
279,No,No,Exceptional,Sabayil,58.0,26,Baku Central Apartment,Apartment,0.6,40.34018472008257,49.81870865057885
280,Yes,No,Excellent,Yasamal,95.0,161,Grand Hotel Baku Central Park,Standard Double Room,0.7,40.37910692339686,49.809651649057464
281,No,Yes,Exceptional,Nasimi,257.0,7,Nizami Street VIP Apartment,Three-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
282,Yes,No,Good,Sabayil,80.0,155,Pilot Hotel,Double Room with Terrace,0.15,40.34018472008257,49.81870865057885
283,Yes,Yes,Good,Other,50.0,76,El Royal Hotel,Superior Single Room,3.5,,
284,No,Yes,Good,Sabayil,66.0,212,Aysberq Resort,Large Single Room,8.3,40.34018472008257,49.81870865057885
285,No,No,Wonderful,Other,116.0,73,Gallery Lux Hotel Baku,Superior Double Room,2.8,,
286,No,Yes,,Yasamal,156.0,,Nizami Street Royal Luxury Apartment,Three-Bedroom Apartment,0.15,40.37910692339686,49.809651649057464
287,Yes,Yes,Very Good,Sabayil,35.0,21,Baku Panorama Hotel,Standard Single Room,2.3,40.34018472008257,49.81870865057885
288,No,Yes,Exceptional,Sabayil,81.0,1,Two Rooms Plus Residence,Two-Bedroom Apartment,0.5,40.34018472008257,49.81870865057885
289,No,Yes,Wonderful,Yasamal,64.0,2,Bakuvi Central Apartments,One-Bedroom Apartment,0.25,40.37910692339686,49.809651649057464
290,No,Yes,,Yasamal,12.0,,R & R International,Male Dormitory Room,1.4,40.37910692339686,49.809651649057464
291,No,Yes,Exceptional,Other,104.0,23,PARK AZURE Apartment,Two-Bedroom Apartment,3.4,,
292,No,Yes,Wonderful,Yasamal,40.0,26,Flamingo Hotel Baku,Single Room,1.4,40.37910692339686,49.809651649057464
293,No,Yes,Wonderful,Other,170.0,35,SEA BREEZE LIGHTHOUSE,Family Room with Terrace,7.7,,
294,No,Yes,Exceptional,Sabayil,102.0,10,Azneft Royal Suite Apartment Sea View,Two-Bedroom Apartment,,40.34018472008257,49.81870865057885
295,No,Yes,Excellent,Yasamal,56.0,152,Maestro Hotel,Large Single Room,0.8,40.37910692339686,49.809651649057464
296,No,Yes,,Sabayil,150.0,,HOTEL APARMENT ViP PORT BAKU RESIDANCE,Apartment with Sea View,0.6,40.34018472008257,49.81870865057885
297,No,Yes,Score under 7,Sabayil,47.0,4,Pak Az Hotel,Family Room with Bathroom,0.15,40.34018472008257,49.81870865057885
298,Yes,No,Wonderful,Sabayil,112.0,24,Hillmond Hotel Baku,Standard King Room,4.4,40.34018472008257,49.81870865057885
299,No,Yes,,Nasimi,70.0,,NEMI Apartment in Tarqovi,One-Bedroom Suite,0.2,40.39482299502607,49.82684828968684
300,Yes,Yes,Excellent,Other,85.0,19,Volga Hotel,Standard Double Room,7.4,,
301,Yes,No,Exceptional,Nasimi,89.0,20,Auroom Hotel,Standard Single Room,,40.39482299502607,49.82684828968684
302,Yes,Yes,Wonderful,Nasimi,68.0,9,Central Park Baku,Double or Twin Room with Balcony,0.9,40.39482299502607,49.82684828968684
303,No,No,Exceptional,Other,77.0,2,Wyndham Garden Baku,Standard Accessible Room,8.7,,
304,No,Yes,,Nasimi,139.0,,3 otaqli menzil,Two-Bedroom Apartment,,40.39482299502607,49.82684828968684
305,No,No,Very Good,Nasimi,67.0,223,Kristal Inn Hotel & SPA,Standard Double Room,2.7,40.39482299502607,49.82684828968684
306,No,Yes,Good,Sabayil,36.0,131,AEF Hotel,Triple Room,4.2,40.34018472008257,49.81870865057885
307,Yes,Yes,Good,Other,81.0,70,Teatro Boutique Hotel,Standard Single Room,4.8,,
308,No,Yes,,Sabayil,50.0,,Qesr Hotel Restaurant,Economy Double Room,4.7,40.34018472008257,49.81870865057885
309,No,No,Good,Nasimi,45.0,62,Nizami Street Hotel,Single Room,1.8,40.39482299502607,49.82684828968684
310,Yes,Yes,Good,Other,81.0,12,AYF Palace,Standard Double or Twin Room,2.9,,
311,Yes,No,Very Good,Yasamal,73.0,377,Point Hotel Baku,Standard Double or Twin Room,1.7,40.37910692339686,49.809651649057464
312,No,Yes,Excellent,Other,42.0,49,Damla Hotel Baku,Twin Room with Bathroom,8.8,,
313,No,No,Good,Sabayil,94.0,150,Salam Baku Hotel (SBH),Double or Twin Room,0.25,40.34018472008257,49.81870865057885
314,Yes,Yes,Good,Other,50.0,44,Safran Hotel,Standard Single Room,3.7,,
315,Yes,Yes,Very Good,Other,44.0,15,Consul Hotel,Standard Triple Room,3.8,,
316,No,Yes,Very Good,Sabayil,180.0,6,Vip Hiltton Apartment,Deluxe Apartment,0.6,40.34018472008257,49.81870865057885
317,No,Yes,Good,Other,52.0,198,Abu Arena Hotel Arena Hall,Standard Double or Twin Room,3.6,,
318,Yes,No,Very Good,Sabayil,108.0,104,Premier Old Gates Hotel,Standard  Double Room,0.8,40.34018472008257,49.81870865057885
319,No,Yes,,Nasimi,130.0,,Sheyx Apartment On Nizami Street,Apartment with Balcony,0.4,40.39482299502607,49.82684828968684
320,No,Yes,,Nasimi,51.0,,Studio LikeHome 83,Studio Apartment,1.8,40.39482299502607,49.82684828968684
321,No,Yes,Exceptional,Sabayil,116.0,1,Seaside Apartments,Apartment - Ground Floor,,40.34018472008257,49.81870865057885
322,No,Yes,,Other,159.0,,Private Home,One-Bedroom Apartment,3.4,,
323,Yes,Yes,Good,Sabayil,54.0,64,Empire Hotel,Single Room with Park View,1.4,40.34018472008257,49.81870865057885
324,No,Yes,,Sabayil,68.0,,Baku Hero of Old City,One-Bedroom Apartment,0.35,40.34018472008257,49.81870865057885
325,No,Yes,Good,Yasamal,64.0,29,Nemi Hotel Baku,Budget Double Room,0.2,40.37910692339686,49.809651649057464
326,No,Yes,Very Good,Sabayil,81.0,77,Moon Light hotel,Deluxe Double Room,0.6,40.34018472008257,49.81870865057885
327,No,Yes,Exceptional,Sabayil,51.0,1,Sahil Park Hotel on Nizami street,Deluxe King Room,,40.34018472008257,49.81870865057885
328,Yes,Yes,Very Good,Other,55.0,24,Azalea Hotel Baku,Single Room,4.7,,
329,Yes,No,Wonderful,Sabayil,96.0,89,Two Seasons Boutique Hotel Baku,Deluxe Double Room,0.4,40.34018472008257,49.81870865057885
330,No,Yes,Exceptional,Yasamal,110.0,3,MC DONALDS HOTEl APARTMENT CENTER BAKU,Deluxe Apartment,0.3,40.37910692339686,49.809651649057464
331,Yes,Yes,Very Good,Nasimi,107.0,89,White Hotel & SPA,Standard Single Room,2.7,40.39482299502607,49.82684828968684
332,No,No,Good,Nasimi,129.0,148,Hazz Hotel,Double or Twin Room,0.25,40.39482299502607,49.82684828968684
333,No,Yes,Good,Nasimi,45.0,16,Between 28may Metro station and National Boulevard Seaside Park,Apartment with Balcony,1.6,40.39482299502607,49.82684828968684
334,Yes,No,Very Good,Other,122.0,522,Sahil Hotel Baku,Superior Twin Room,3.9,,
335,No,Yes,Wonderful,Other,30.0,68,Hasanovs Villa,Deluxe Double Room (2 Adults + 1 Child),6.6,,
336,No,Yes,Good,Nasimi,10.0,25,White city Hostel,Single Bed in Dormitory Room,1.6,40.39482299502607,49.82684828968684
337,Yes,No,Very Good,Yasamal,189.0,275,Hyatt Regency Baku,King Room,2.1,40.37910692339686,49.809651649057464
338,No,Yes,Exceptional,Sabayil,180.0,1,Prestige Apartment VIP HILTTON,Apartment with Sea View,0.7,40.34018472008257,49.81870865057885
339,Yes,Yes,Excellent,Nasimi,140.0,36,The Clocktower Hotel,Standard Double Room,2.2,40.39482299502607,49.82684828968684
340,No,Yes,Good,Sabayil,161.0,296,Sapphire City Hotel,Standard Double or Twin Room,0.2,40.34018472008257,49.81870865057885
341,Yes,No,Wonderful,Nasimi,144.0,313,Midtown Hotel Baku,Standard Double Room,1.3,40.39482299502607,49.82684828968684
342,Yes,Yes,Very Good,Sabayil,35.0,79,Baku Voyage Hotel,Standard Single Room,2.3,40.34018472008257,49.81870865057885
343,Yes,Yes,Excellent,Sabayil,170.0,80,Badam d'Art Boutique Hotel,Double Room with Garden View,2.5,40.34018472008257,49.81870865057885
344,Yes,Yes,Very Good,Sabayil,35.0,161,Baku Tour Hotel & Hostel,Large Single Room,2.4,40.34018472008257,49.81870865057885
345,No,Yes,Exceptional,Sabayil,113.0,17,Apartments Formula 1 on Niyazi with Balconies,Apartment with Balcony,,40.34018472008257,49.81870865057885
346,Yes,Yes,Very Good,Sabayil,114.0,195,Golden Coast,Budget Double Room,2.8,40.34018472008257,49.81870865057885
347,No,Yes,Exceptional,Sabayil,72.0,1,Apartment near Boulevard,Three-Bedroom Apartment,0.7,40.34018472008257,49.81870865057885
348,No,Yes,Exceptional,Yasamal,170.0,1,Apartment VIP Nizami Street,Apartment with Sea View,0.1,40.37910692339686,49.809651649057464
349,Yes,Yes,Very Good,Other,80.0,37,Opera Hotel,Budget Twin Room,4.8,,
350,No,No,Excellent,Other,74.0,154,Smith Hotel,Standard Double or Twin Room,3.6,,
351,Yes,Yes,Very Good,Yasamal,120.0,84,Chirag Plaza Hotel,Deluxe Double Room,3.1,40.37910692339686,49.809651649057464
352,Yes,No,Very Good,Nasimi,135.0,318,Ivy Garden Hotel Baku,Standard Twin Room,1.9,40.39482299502607,49.82684828968684
353,No,Yes,Exceptional,Sabayil,92.0,6,Deluxe Formula Apartment on Nizami Street,Deluxe Apartment,0.25,40.34018472008257,49.81870865057885
354,No,Yes,Wonderful,Sabayil,814.0,364,Four Seasons Hotel Baku,Deluxe Twin Room with City View,0.9,40.34018472008257,49.81870865057885
355,Yes,Yes,Excellent,Yasamal,89.0,245,Parallel Hotel,Standard Double or Twin Room,1.7,40.37910692339686,49.809651649057464
356,Yes,Yes,Very Good,Other,40.0,95,Premier Hotel,Standard Double Room,3.8,,
357,No,Yes,Score under 7,Yasamal,6.0,35,Yasamal Hostel,4-Bed Mixed Dormitory Room,4.3,40.37910692339686,49.809651649057464
358,No,Yes,Good,Other,37.0,55,Mont Inn Hotel Baku,Superior Double Room,4.6,,
359,No,Yes,Very Good,Nasimi,30.0,127,Old Yard Hotel,Standard Single Room,1.2,40.39482299502607,49.82684828968684
360,Yes,Yes,Excellent,Other,230.0,121,Dreamland Golf Hotel Baku,Standard King Room,2.3,,
361,No,Yes,Good,Other,25.0,60,white horse hotel,Single Room,4.2,,
362,No,Yes,Wonderful,Sabayil,77.0,8,LV Apartments,Apartment,0.15,40.34018472008257,49.81870865057885
363,No,Yes,Exceptional,Sabayil,95.0,3,F1 TRACK & HOTEL APARTMENT ViP SAHIL RESIDANCE,Apartment with Sea View,0.6,40.34018472008257,49.81870865057885
364,Yes,Yes,Very Good,Other,90.0,85,Khazar Inji,Double Room with Garden View,,,
365,No,Yes,,Nasimi,14.0,,SHARDA INN Hostel,Family Room with Shared Bathroom,1.1,40.39482299502607,49.82684828968684
366,No,Yes,Good,Other,82.0,124,Nobel Hotel,Double Room,2.9,,
367,No,Yes,Exceptional,Other,30.0,45,Guest house near Baku airport,One-Bedroom Apartment,3.1,,
368,Yes,No,Wonderful,Nasimi,100.0,284,Premium Park Hotel,Standard Double Room,2.1,40.39482299502607,49.82684828968684
369,No,No,Excellent,Nasimi,81.0,66,Aksent Hotel,Standard Single Room,1.1,40.39482299502607,49.82684828968684
370,No,No,Excellent,Other,54.0,236,Supreme Hotel Baku,Single Room,0.6,,
371,No,Yes,Score under 7,Other,17.0,133,Olympic Hotel and Resort,Double or Twin Room with Spa Access,0.6,,
372,Yes,Yes,Very Good,Sabayil,74.0,189,La Casa Fountains Square,Budget Double or Twin Room,0.5,40.34018472008257,49.81870865057885
373,Yes,No,Wonderful,Yasamal,71.0,133,Seven Boutique Hotel Baku,Double Room,0.2,40.37910692339686,49.809651649057464
374,No,No,Wonderful,Yasamal,67.0,347,Parkway Inn Hotel & Spa,Standard Single Room,1.4,40.37910692339686,49.809651649057464
375,No,No,Good,Sabayil,13.0,53,Badamdar HOTEL,Single Bed in Male Dormitory Room,3.6,40.34018472008257,49.81870865057885
376,No,Yes,Very Good,Yasamal,7.0,85,Baku Central City,10-Bed Mixed Dormitory Room,1.4,40.37910692339686,49.809651649057464
377,Yes,No,Very Good,Nasimi,72.0,226,City Inn Boutique Hotel,Economy Single Room,0.5,40.39482299502607,49.82684828968684
378,No,Yes,Very Good,Sabayil,189.0,3,Real Apartment On Malakan Garden,Deluxe Apartment,0.35,40.34018472008257,49.81870865057885
379,No,Yes,Very Good,Other,55.0,173,Marine Inn Hotel Baku,Deluxe Double Room,1.7,,
380,Yes,No,Excellent,Sabayil,47.0,345,Maajid Hotel & Restaurant,Budget Double Room,0.7,40.34018472008257,49.81870865057885
381,Yes,No,Wonderful,Sabayil,76.0,143,Molokan Inn Hotel,Single Room,0.35,40.34018472008257,49.81870865057885
382,No,No,Wonderful,Sabayil,184.0,75,Deniz Inn Boutique Hotel,Standard Double Room,0.6,40.34018472008257,49.81870865057885
383,Yes,Yes,Very Good,Other,65.0,230,Diamond Hotel Baku,Standard Double Room,4.9,,
384,No,Yes,Good,Nasimi,9.0,21,Shaan E Punjab Hostel,Bunk Bed in Mixed Dormitory Room,0.45,40.39482299502607,49.82684828968684
385,Yes,Yes,Very Good,Other,70.0,76,Emerald Suite Hotel,Superior Double Room,4.6,,
386,Yes,Yes,Score under 7,Other,40.0,34,Admiral Hotel,Budget Double Room,,,
387,Yes,Yes,Excellent,Yasamal,35.0,9,EKM HOTEL,Single Room with Balcony,,40.37910692339686,49.809651649057464
388,Yes,Yes,Very Good,Sabayil,94.0,242,La Casa Sahil,Standard Double or Twin Room,0.6,40.34018472008257,49.81870865057885
389,Yes,No,Good,Other,71.0,134,Alison Hotel,Double Room,3.4,,
390,No,No,Wonderful,Nasimi,14.0,2,Friends Hostel,Single Bed in Male Dormitory Room,1.5,40.39482299502607,49.82684828968684
391,No,Yes,Wonderful,Sabayil,300.0,3,VIP APARTMENT FRANCE EMBASSY,Duplex Apartment,0.3,40.34018472008257,49.81870865057885
392,No,No,Excellent,Sabayil,78.0,372,Sahil inn Hotel (Formula 1 view),Double or Twin Room,0.7,40.34018472008257,49.81870865057885
393,Yes,Yes,Good,Sabayil,95.0,27,Azcot Hotel,Standard Double Room,0.1,40.34018472008257,49.81870865057885
394,No,Yes,Very Good,Other,36.0,112,Kristal Hotel,Standard Double Room,6.4,,
395,Yes,Yes,Very Good,Sabayil,71.0,166,Old Street Boutique Hotel,Standard  Double Room,0.45,40.34018472008257,49.81870865057885
396,No,Yes,Good,Yasamal,39.0,1019,Renaissance Palace Baku,King Room,1.5,40.37910692339686,49.809651649057464
397,No,Yes,Exceptional,Sabayil,213.0,1,Apartment VİP Tarqovu centr,Apartment,0.8,40.34018472008257,49.81870865057885
398,No,Yes,Exceptional,Nasimi,120.0,1,Apartment On Champan Taylor Center,Apartment,0.2,40.39482299502607,49.82684828968684
399,Yes,No,Good,Sabayil,71.0,190,Austin Hotel Baku,Standard Double Room,0.4,40.34018472008257,49.81870865057885
400,Yes,No,Good,Other,120.0,6,Armada Villa Hotel,Double Room with Park View,6.7,,
401,No,Yes,,Nasimi,170.0,,Apartment On Mc Donalds,Apartment with Sea View,0.2,40.39482299502607,49.82684828968684
402,No,Yes,Score under 7,Sabayil,130.0,1,Nizami street floor 1,Apartment,0.3,40.34018472008257,49.81870865057885
403,No,Yes,,Other,168.0,,Apartment Khatai,One-Bedroom Apartment,2.7,,
404,No,Yes,,Other,75.0,,Apartment,One-Bedroom Apartment,,,
405,No,Yes,,Yasamal,120.0,,Classic Baku Apartment,Two-Bedroom Apartment,1.2,40.37910692339686,49.809651649057464
406,No,Yes,,Yasamal,126.0,,One bedroom apartments near Nizami street 51,One-Bedroom Apartment,0.3,40.37910692339686,49.809651649057464
407,No,Yes,Score under 7,Sabayil,122.0,1,Apartment near Nizami street and Boulevard,Two-Bedroom Apartment,0.3,40.34018472008257,49.81870865057885
408,No,No,Wonderful,Nasimi,172.0,8,Spacious Apt in the Heart of Baku,Two-Bedroom Apartment,0.4,40.39482299502607,49.82684828968684
409,No,Yes,,Other,140.0,,Chirag Plaza Apartment,Two-Bedroom Apartment,2.8,,
410,No,Yes,Exceptional,Other,141.0,1,Family Luxe Sea View,Two-Bedroom Apartment,,,
411,No,Yes,,Sabayil,380.0,,Badamdar villa lux,Villa,3.6,40.34018472008257,49.81870865057885
412,No,Yes,,Other,163.0,,Villa Mehdiabad,Villa,4.2,,
413,No,Yes,,Yasamal,134.0,,Apartment near Metro Nizami,Apartment,1.5,40.37910692339686,49.809651649057464
414,No,No,,Nasimi,306.0,,Apartment VIP Carlton Tower,Three-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
415,No,Yes,,Sabayil,405.0,,Villa close to city center,One-Bedroom Villa,4.2,40.34018472008257,49.81870865057885
416,No,Yes,,Yasamal,120.0,,apartament Nizami mool,Two-Bedroom Apartment,1.5,40.37910692339686,49.809651649057464
417,No,Yes,,Nasimi,280.0,,Nizami vip appartment,Two-Bedroom Apartment,0.9,40.39482299502607,49.82684828968684
418,No,Yes,,Sabayil,600.0,,APARTMEt,Superior Apartment,0.4,40.34018472008257,49.81870865057885
419,No,Yes,,Sabayil,180.0,,Hotel Apartment Sahil Baku Residence,Apartment,0.7,40.34018472008257,49.81870865057885
420,No,Yes,,Other,167.0,,Baku Deluxe apt. Sapfir 15,Two-Bedroom Apartment,,,
421,No,Yes,,Other,350.0,,Villa Palma,Villa,1.5,,
422,No,Yes,Very Good,Other,201.0,1,Sahil plaza modern,Three-Bedroom Apartment,,,
423,No,Yes,,Sabayil,250.0,,Apartment Near Shah Palace,Apartment with Balcony,0.4,40.34018472008257,49.81870865057885
424,No,Yes,Very Good,Nasimi,150.0,1,Central Baku New Apartment,One-Bedroom Apartment,,40.39482299502607,49.82684828968684
425,No,Yes,,Sabayil,450.0,,Delux Villa in Baku,Deluxe Villa,4.1,40.34018472008257,49.81870865057885
426,No,No,Score under 7,Nasimi,234.0,1,Port Baku Residance Apartment A1705,Deluxe Double or Twin Room with Balcony,2.1,40.39482299502607,49.82684828968684
427,No,Yes,Exceptional,Nasimi,800.0,4,Three bedrooms comfortable apartment by Baku Housing,Three-Bedroom Apartment,2.3,40.39482299502607,49.82684828968684
428,No,No,,Yasamal,179.0,,VIP Apartment in Buta palace 703,Three-Bedroom Apartment,0.45,40.37910692339686,49.809651649057464
429,No,No,Very Good,Other,495.0,1,Marriot Apartment 4 bedroom,Apartment with Sea View,3.9,,
430,No,No,Exceptional,Nasimi,194.0,1,Fountan square ViP 6 bedroom,Apartment,0.35,40.39482299502607,49.82684828968684
431,No,No,,Yasamal,205.0,,Buta Palace luxury House,One-Bedroom Apartment,0.45,40.37910692339686,49.809651649057464
432,No,Yes,,Yasamal,200.0,,Sheikh Apartment in Baku,Three-Bedroom Apartment,,40.37910692339686,49.809651649057464
433,No,No,Score under 7,Nasimi,180.0,2,Port Baku Residance only families,Apartment with Sea View,2.1,40.39482299502607,49.82684828968684
434,No,Yes,,Yasamal,205.0,,apartament Qlobus mol,Two-Bedroom Apartment,1.7,40.37910692339686,49.809651649057464
435,No,No,,Nasimi,100.0,,Luxe House in Nizami Street 1,One-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
436,No,No,,Sabayil,342.0,,Cheerful 5 bedroom Villa with Pool,Villa,6.2,40.34018472008257,49.81870865057885
437,No,No,,Other,192.0,,Lux VIP Tarqovi Centr,Three-Bedroom Apartment,0.15,,
438,No,Yes,,Other,434.0,,Park Azur,One-Bedroom Apartment,2.7,,
439,No,No,,Nasimi,198.0,,Baku Avangard Apartment,Apartment with Sea View,2.1,40.39482299502607,49.82684828968684
440,No,Yes,,Sabayil,209.0,,Apartment On Al Bahar,Three-Bedroom Apartment,0.5,40.34018472008257,49.81870865057885
441,Yes,No,Score under 7,Nasimi,171.0,3,Port Baku Residance Hotel 606 C,Deluxe Room,2.1,40.39482299502607,49.82684828968684
442,No,No,,Sabayil,189.0,,Luxary Apartment,Three-Bedroom Apartment,0.6,40.34018472008257,49.81870865057885
443,No,Yes,Exceptional,Sabayil,250.0,2,Deluxe apt. With seaview ”The city center of Baku”,Apartment with Sea View,2.3,40.34018472008257,49.81870865057885
444,No,No,Exceptional,Nasimi,180.0,1,Building Ferrari İn Front Port Baku,Apartment with Sea View,2.1,40.39482299502607,49.82684828968684
445,No,No,,Nasimi,158.0,,Two-bedroom apartments Winter Park,Two-Bedroom Apartment,0.6,40.39482299502607,49.82684828968684
446,No,No,,Sabayil,225.0,,Luxary Apartment On Tarqovu Centr,Three-Bedroom Apartment,0.3,40.34018472008257,49.81870865057885
447,No,No,,Other,185.0,,Cheerful 3-bedroom townhouse with pool.,One-Bedroom Villa,5.9,,
448,No,No,,Nasimi,120.0,,Nizami Street on MCdonads SHIKKA,One-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
449,No,No,,Nasimi,121.0,,Piramida Paza ViP House 8,One-Bedroom Apartment,0.5,40.39482299502607,49.82684828968684
450,No,No,,Yasamal,144.0,,One bedroom apartmetns near Nizami street 52,One-Bedroom Apartment,0.3,40.37910692339686,49.809651649057464
451,No,No,,Sabayil,118.0,,NIZAMI STREET VIP MADO HOUSE,One-Bedroom Apartment,0.15,40.34018472008257,49.81870865057885
452,No,No,,Nasimi,153.0,,VIP Apartments on Mc donads,Three-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
453,No,No,,Sabayil,141.0,,Luxury House in NIZAMI STREET,One-Bedroom Apartment,0.15,40.34018472008257,49.81870865057885
454,No,No,,Nasimi,180.0,,Luxary Home Mc donalds,Three-Bedroom Apartment,0.25,40.39482299502607,49.82684828968684
455,No,No,,Nasimi,628.0,,"The Ritz-Carlton, Baku",Deluxe King Room with Balcony,3.1,40.39482299502607,49.82684828968684
456,No,Yes,,Nasimi,319.0,,Baku Deluxe Apt. Hiss 5,Apartment,0.4,40.39482299502607,49.82684828968684
457,No,Yes,Very Good,Sabayil,350.0,2,Ansera Badamdar,Villa with Garden View,4.5,40.34018472008257,49.81870865057885
458,No,No,,Sabayil,198.0,,Apartment On Mc Donalds,Apartment,0.1,40.34018472008257,49.81870865057885
459,No,Yes,,Other,450.0,,Gunluk 350 manat heyet evi,One-Bedroom House,0.9,,
460,No,Yes,Score under 7,Sabayil,216.0,1,Baku Nizami Street Triplex 4 bedroom,Four-Bedroom House,,40.34018472008257,49.81870865057885
461,No,Yes,Exceptional,Nasimi,176.0,5,Family Nizami Apartment,Three-Bedroom Apartment,0.8,40.39482299502607,49.82684828968684
462,No,No,Wonderful,Nasimi,180.0,2,Baku Family Apartment,Three-Bedroom House,0.1,40.39482299502607,49.82684828968684
463,No,No,,Yasamal,72.0,,Lovely 2-bedroom and 1-living room apartment,Two-Bedroom Apartment,3.1,40.37910692339686,49.809651649057464
464,No,Yes,Very Good,Sabayil,155.0,2,BAKU CITY CENTRE APARTMENT,Three-Bedroom Apartment,0.3,40.34018472008257,49.81870865057885
465,No,Yes,,Other,153.0,,Red Apartment Vip City Center,Three-Bedroom Apartment,,,
466,No,Yes,,Other,200.0,,"Sea Breeze, Lightgouse-2",Comfort Quadruple Room,,,
467,No,Yes,Score under 7,Sabayil,207.0,2,Formula 1 Street Apartment,Three-Bedroom Apartment,0.3,40.34018472008257,49.81870865057885
468,No,Yes,Score under 7,Nasimi,160.0,1,Delux Apartment in Nizami street,Two-Bedroom Apartment,,40.39482299502607,49.82684828968684
469,No,Yes,,Sabayil,145.0,,Bakı şəhəri Neftciler prospekti 12/11,Apartment with Balcony,0.7,40.34018472008257,49.81870865057885
470,No,Yes,,Yasamal,150.0,,Vip Amartment Caspian plaza,Three-Bedroom Apartment,1.7,40.37910692339686,49.809651649057464
471,No,Yes,,Nasimi,240.0,,Luxe Apartment in Nizami street,One-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
472,No,No,Good,Nasimi,162.0,4,Port Baku Residance room 609 C,One-Bedroom Apartment,,40.39482299502607,49.82684828968684
473,Yes,Yes,,Other,400.0,,Villa for a nice vacation,One-Bedroom Villa,,,
474,No,Yes,,Other,227.0,,Baku Guest Villa,Villa with Private Pool,1.6,,
475,No,No,Exceptional,Nasimi,144.0,1,Ray in city centre Nizami street,Two-Bedroom Apartment,0.45,40.39482299502607,49.82684828968684
476,No,No,Exceptional,Yasamal,144.0,2,Vip Apartment Sea View Plaza,Studio Apartment with Sea View,,40.37910692339686,49.809651649057464
477,No,Yes,,Other,240.0,,Mardakan Villa,One-Bedroom Villa,8.1,,
478,No,Yes,,Sabayil,240.0,,VIP Apartment,Two-Bedroom Apartment,0.6,40.34018472008257,49.81870865057885
479,No,Yes,,Nasimi,243.0,,VIP Apartment PORT BAKU RESIDANCE801,Deluxe Apartment,,40.39482299502607,49.82684828968684
480,No,No,Exceptional,Yasamal,192.0,1,Buta Place VIP House 904,Three-Bedroom Apartment,0.45,40.37910692339686,49.809651649057464
481,No,No,Exceptional,Sabayil,200.0,1,Mango beuty apartment 7,Three-Bedroom Apartment,1.2,40.34018472008257,49.81870865057885
482,No,Yes,,Sabayil,150.0,,APARTAMENT AXUNDOV BAGI,Two-Bedroom Apartment,1.1,40.34018472008257,49.81870865057885
483,No,Yes,,Other,88.0,,Khatai,Two-Bedroom Apartment,3.6,,
484,No,No,Exceptional,Nasimi,151.0,1,Leylek Sweet 3 bedroom konsul 35,Three-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
485,No,Yes,Exceptional,Other,328.0,1,Villa Gilavar,Villa with Private Pool,5.6,,
486,No,Yes,,Sabayil,155.0,,F1 & Sea View Luxury VIP McDonalds,Apartment with Sea View,0.7,40.34018472008257,49.81870865057885
487,No,Yes,Wonderful,Nasimi,201.0,1,Port Baku Family Residance twobed,Two-Bedroom Apartment,,40.39482299502607,49.82684828968684
488,Yes,No,Score under 7,Other,135.0,2,Azure Residence,One-Bedroom Apartment,3.3,,
489,No,Yes,Score under 7,Sabayil,170.0,1,Zarifa Aliyeva str. 28 M63 Daire,Three-Bedroom Apartment,0.8,40.34018472008257,49.81870865057885
490,No,Yes,,Other,300.0,,Загородный дом,Deluxe Double or Twin Room,2.8,,
491,No,Yes,,Other,298.0,,Baku Villa,Three-Bedroom Villa,0.8,,
492,No,Yes,,Other,270.0,,"Modern Minimalism, the city center, Sea View",One-Bedroom Apartment,3.4,,
493,No,Yes,,Nasimi,136.0,,Baku 3 rooms,Two-Bedroom Apartment,0.5,40.39482299502607,49.82684828968684
494,No,Yes,Score under 7,Other,160.0,1,Vip sahil,Three-Bedroom Apartment,3.4,,
495,No,Yes,,Yasamal,176.0,,Apartament caspian plaza,Three-Bedroom Apartment,1.7,40.37910692339686,49.809651649057464
496,No,Yes,,Nasimi,225.0,,Apartment 10 Mandarin,Three-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
497,No,Yes,,Sabayil,109.0,,Apartment center 1,One-Bedroom Apartment,4.3,40.34018472008257,49.81870865057885
