,breakfast,cancelation,guest_reviews,location,price_AZN,review_number,title,type_room,distance_km,latitude,longitude
225,Yes,No,Very Good,Mtatsminda,158.0,770,Radius Hotel Tbilisi,Urban Twin Room,0.15,41.693060457156996,44.78551384334914
226,Yes,No,Excellent,Old Tbilisi,56.0,98,Legend Hotel,Single Room,1.3,41.69209658252052,44.79406059228808
227,No,Yes,Wonderful,Old Tbilisi,56.0,72,Guest house Lusia,One-Bedroom Suite,1.1,41.69209658252052,44.79406059228808
228,Yes,Yes,Wonderful,Saburtalo,63.0,191,Alliance Hotel,Standard Single Room,3.9,41.72222376354178,44.746048306010806
229,No,Yes,Wonderful,Chugureti,44.0,19,2B Hotel & Apartaments,Budget Double Room,1.7,41.72340168819495,44.82088685166248
230,No,Yes,Exceptional,Vera,71.0,37,Midtown-Vera,Double Room,1.8,41.70761261768468,44.787408551790755
231,No,Yes,Very Good,Old Tbilisi,75.0,148,Nine Hotel,Standard Single Room,1.1,41.69209658252052,44.79406059228808
232,No,Yes,Excellent,Old Tbilisi,74.0,230,Guest House Lusi,Small Twin Room,0.6,41.69209658252052,44.79406059228808
233,No,Yes,,Old Tbilisi,85.0,,простор,Apartment,0.45,41.69209658252052,44.79406059228808
234,No,Yes,Very Good,Old Tbilisi,44.0,60,RRooms Old City Apartment,One-Bedroom Apartment,0.5,41.69209658252052,44.79406059228808
235,No,Yes,Exceptional,Other,63.0,28,Sunny apartments. Tbilisi. 300 Aragveli,One-Bedroom Apartment,2.2,,
236,Yes,Yes,Exceptional,Other,85.0,47,Basa Boutique Hotel,Budget Double Room,6.7,,
237,Yes,No,Wonderful,Old Tbilisi,59.0,230,Eleon Boutique Hotel,Standard Double or Twin Room,0.9,41.69209658252052,44.79406059228808
238,No,No,Wonderful,Old Tbilisi,94.0,143,King Tamar Hotel,Budget Double Room,1.4,41.69209658252052,44.79406059228808
239,No,No,Excellent,Old Tbilisi,199.0,407,Mercure Tbilisi Old Town,Standard Double Room,1.1,41.69209658252052,44.79406059228808
240,No,Yes,Wonderful,Chugureti,132.0,12,History Hotel Tbilisi,Superior Double Room,3.2,41.72340168819495,44.82088685166248
241,Yes,Yes,Wonderful,Old Tbilisi,63.0,7,Big Family,Deluxe Double Room,0.45,41.69209658252052,44.79406059228808
242,No,Yes,Good,Old Tbilisi,82.0,274,Tbilisi Inn,Double Room - Ground Floor,1.1,41.69209658252052,44.79406059228808
243,No,Yes,Very Good,Saburtalo,97.0,367,Art Hotel Claude Monet,Standard Double Room,,41.72222376354178,44.746048306010806
244,No,Yes,Wonderful,Old Tbilisi,63.0,30,Garry Apartment,One-Bedroom Apartment,0.35,41.69209658252052,44.79406059228808
245,No,Yes,Exceptional,Old Tbilisi,100.0,20,Avlabari Metro Apartments,Apartment with Balcony,1.1,41.69209658252052,44.79406059228808
246,No,Yes,Wonderful,Old Tbilisi,16.0,586,ALCATRAZ JAIL-HOSTEL,Bed in 6-Bed Mixed Dormitory Room,0.6,41.69209658252052,44.79406059228808
247,Yes,Yes,Excellent,Other,90.0,59,Tiflis Great View Hotel,Double Room,,,
248,No,No,Very Good,Mtatsminda,368.0,713,Tbilisi Marriott Hotel,"Twin Room, Guest room, 2 Queen ",0.7,41.693060457156996,44.78551384334914
249,No,Yes,Wonderful,Vera,28.0,54,Hostel Simple,Bunk Bed in Mixed Dormitory Room,2.2,41.70761261768468,44.787408551790755
250,No,Yes,Wonderful,Saburtalo,119.0,66,Apartment in Tbilisi “Green Budapest “,Apartment with Garden View,5.1,41.72222376354178,44.746048306010806
251,No,Yes,,Other,72.0,,apartment in tbilisi,One-Bedroom Apartment,1.5,,
252,No,Yes,Wonderful,Other,94.0,51,Hotel Agava,Standard Double Room,9.9,,
253,Yes,No,Excellent,Old Tbilisi,175.0,432,Old Meidan Tbilisi By Urban Hotels,Double Room with Balcony,0.8,41.69209658252052,44.79406059228808
254,Yes,Yes,Excellent,Old Tbilisi,119.0,424,Hotel Elesa,Budget Double Room,0.8,41.69209658252052,44.79406059228808
255,Yes,Yes,Exceptional,Old Tbilisi,26.0,24,Sunny Hostel,6-Bed Mixed Dormitory Room,0.9,41.69209658252052,44.79406059228808
256,No,Yes,Wonderful,Vake,69.0,58,Mais Guest House,Deluxe Double or Twin Room,2.7,41.70553522376798,44.75495342831405
257,Yes,Yes,Excellent,Saburtalo,100.0,309,Tbilotel,Single Room,,41.72222376354178,44.746048306010806
258,Yes,No,Very Good,Old Tbilisi,85.0,246,Irmeni Hotel,Standard Single Room,1.4,41.69209658252052,44.79406059228808
259,Yes,Yes,Very Good,Chugureti,132.0,532,Just Inn Tbilisi,Standard Double Room,,41.72340168819495,44.82088685166248
260,Yes,Yes,Excellent,Vera,120.0,42,Hotel Vere Tower,Standard Triple Room,2.4,41.70761261768468,44.787408551790755
261,No,Yes,Excellent,Other,38.0,136,Hotel 4You,Economy Triple Room,2.9,,
262,No,Yes,Good,Chugureti,94.0,24,ADELTON+,Budget Twin Room,1.9,41.72340168819495,44.82088685166248
263,No,Yes,Exceptional,Chugureti,78.0,386,D and D hotel,Budget Double Room,1.3,41.72340168819495,44.82088685166248
264,No,Yes,Very Good,Chugureti,41.0,29,Cozy House II,One-Bedroom Apartment,1.2,41.72340168819495,44.82088685166248
265,Yes,Yes,Wonderful,Old Tbilisi,95.0,56,Hotel VIP,Basic Triple Room,0.4,41.69209658252052,44.79406059228808
266,Yes,Yes,Wonderful,Old Tbilisi,125.0,351,Hotel Avlabari Terrace,Double Room with Balcony,1.6,41.69209658252052,44.79406059228808
267,No,No,Very Good,Old Tbilisi,24.0,24,Old Tbilisi,One-Bedroom Apartment,0.6,41.69209658252052,44.79406059228808
268,Yes,No,Excellent,Mtatsminda,84.0,273,Magnolia,Budget Single Room,0.7,41.693060457156996,44.78551384334914
269,No,Yes,Good,Chugureti,58.0,68,Hotel IMERETI,Single Room,,41.72340168819495,44.82088685166248
270,Yes,Yes,Wonderful,Mtatsminda,63.0,79,Beaumonde Hotel Tbilisi,Standard Single Room,,41.693060457156996,44.78551384334914
271,No,No,Very Good,Chugureti,79.0,5,"Tbilisi Chambers, Trademark Collection by Wyndham",Standard Chamber King Room  - Non-Smoking,3.1,41.72340168819495,44.82088685166248
272,Yes,No,Wonderful,Vera,167.0,368,MIRAVERE Hotel,Standard Double or Twin Room,2.2,41.70761261768468,44.787408551790755
273,Yes,No,Very Good,Mtatsminda,158.0,770,Radius Hotel Tbilisi,Urban Twin Room,0.15,41.693060457156996,44.78551384334914
274,Yes,No,Excellent,Old Tbilisi,56.0,98,Legend Hotel,Single Room,1.3,41.69209658252052,44.79406059228808
275,No,No,Very Good,Ortachala,53.0,228,Hotel King Tom,Single Room,,41.67561715536923,44.80989550394795
276,No,Yes,Wonderful,Vera,370.0,942,Stamba Hotel,Aviator Room,1.7,41.70761261768468,44.787408551790755
277,No,Yes,,Other,94.0,,tbilisi-gldani,One-Bedroom Apartment,1.4,,
278,No,Yes,Excellent,Vera,96.0,290,Royal Plaza Hotel,Standard Double Room,,41.70761261768468,44.787408551790755
279,No,Yes,Excellent,Mtatsminda,82.0,98,Ornament Hotel,Standard Double Room,1.1,41.693060457156996,44.78551384334914
280,No,Yes,Very Good,Chugureti,16.0,169,Hi Hostel,Bed in 4-Bed Female Dormitory Room,1.9,41.72340168819495,44.82088685166248
281,No,Yes,,Chugureti,50.0,,Hotel Roni-L,Large Double Room,2.5,41.72340168819495,44.82088685166248
282,No,Yes,Wonderful,Old Tbilisi,62.0,124,19th century,Studio,0.25,41.69209658252052,44.79406059228808
283,Yes,Yes,Excellent,Old Tbilisi,50.0,157,Babilina B&B,Single Room,0.45,41.69209658252052,44.79406059228808
284,Yes,Yes,Good,Chugureti,120.0,100,Gold Tbilisi Hotel,Standard Twin Room,,41.72340168819495,44.82088685166248
285,No,Yes,Wonderful,Old Tbilisi,65.0,43,Apartment On Gudiashvili,One-Bedroom Apartment,0.35,41.69209658252052,44.79406059228808
286,No,Yes,Score under 7,Old Tbilisi,37.0,212,Holiday Georgia,Budget Twin Room,0.15,41.69209658252052,44.79406059228808
287,Yes,Yes,Exceptional,Old Tbilisi,132.0,1,"Holiday Inn Express Tbilisi Avlabari, an IHG Hotel",Standard King Room with Sofa Bed,1.3,41.69209658252052,44.79406059228808
288,No,Yes,Excellent,Other,73.0,213,Golden Nugget Tbilisi,Classic Double Room,,,
289,No,Yes,Exceptional,Other,56.0,62,Old Tbilisi Apartments,Two-Bedroom Apartment,1.9,,
290,Yes,Yes,Exceptional,Old Tbilisi,124.0,5,Graf Hotel,Budget Double Room,0.15,41.69209658252052,44.79406059228808
291,Yes,Yes,Wonderful,Chugureti,55.0,6,DownTown,Standard Double Room,1.2,41.72340168819495,44.82088685166248
292,No,Yes,Excellent,Vake,125.0,221,Gallery Art Hotel,Double or Twin Room,3.5,41.70553522376798,44.75495342831405
293,Yes,Yes,Very Good,Other,102.0,124,Hotel Residence Plaza,Standard Double or Twin Room,2.6,,
294,No,Yes,Wonderful,Mtatsminda,104.0,324,Otiums Hotel,Budget Double Room,0.7,41.693060457156996,44.78551384334914
295,No,Yes,Wonderful,Old Tbilisi,119.0,51,Margot Old Tbilisi,Double Room with Garden View,1.5,41.69209658252052,44.79406059228808
296,No,No,Excellent,Old Tbilisi,72.0,389,Hotel Four Brothers,Budget Triple Room,,41.69209658252052,44.79406059228808
297,Yes,Yes,Very Good,Other,85.0,198,Gold Line Hotel,Deluxe Double Room with Balcony,4.3,,
298,No,Yes,Excellent,Other,50.0,30,Hotel Elegant 2,Double or Twin Room,3.2,,
299,No,Yes,Exceptional,Chugureti,79.0,104,G-Old Town,Economy Twin Room,1.2,41.72340168819495,44.82088685166248
300,No,Yes,Good,Other,55.0,36,Hotel Batoni Near Airport,Standard Double Room,5.9,,
301,No,Yes,Very Good,Old Tbilisi,94.0,51,GTM Kapan,Double Room with Balcony,,41.69209658252052,44.79406059228808
302,Yes,Yes,Wonderful,Chugureti,130.0,375,Communal Hotel Plekhanovi,Small Double Room,2.5,41.72340168819495,44.82088685166248
303,Yes,Yes,Very Good,Vera,72.0,208,Hotel Beli,Single Room,1.8,41.70761261768468,44.787408551790755
304,No,Yes,Wonderful,Old Tbilisi,62.0,124,19th century,Studio,0.25,41.69209658252052,44.79406059228808
305,No,Yes,Exceptional,Other,46.0,120,Big Family Guest House,Standard Twin Room with Shared Bathroom,1.8,,
306,No,Yes,Exceptional,Mtatsminda,28.0,168,Hostel Nomad,Single Bed in Female Dormitory Room,1.1,41.693060457156996,44.78551384334914
307,No,Yes,Exceptional,Mtatsminda,94.0,199,Griboedov 13,Double Room,0.9,41.693060457156996,44.78551384334914
308,No,Yes,Wonderful,Other,94.0,15,Boutique Hotel,Double Room,2.8,,
309,Yes,No,Exceptional,Chugureti,185.0,371,Unfound Door - Design Hotel,Queen Room with Garden View,2.2,41.72340168819495,44.82088685166248
310,Yes,Yes,Very Good,Old Tbilisi,96.0,403,Kalasi Hotel,Standard Single Room,0.25,41.69209658252052,44.79406059228808
311,No,Yes,Excellent,Old Tbilisi,51.0,84,Hotel A&K,Standard King Room,1.6,41.69209658252052,44.79406059228808
312,No,Yes,Wonderful,Old Tbilisi,69.0,113,Hotel Nicolas,Economy Double or Twin Room,0.6,41.69209658252052,44.79406059228808
313,No,Yes,Wonderful,Old Tbilisi,65.0,226,Hotel Maria,Double Room,0.9,41.69209658252052,44.79406059228808
314,Yes,No,Excellent,Old Tbilisi,110.0,517,Hotel Livin,King Room with Garden View,1.2,41.69209658252052,44.79406059228808
315,No,Yes,Very Good,Saburtalo,135.0,107,Boutique Hotel MOJO,Double or Twin Room with Garden View,6.4,41.72222376354178,44.746048306010806
316,No,Yes,Exceptional,Other,53.0,187,X Palace,Triple Room,1.5,,
317,Yes,Yes,Exceptional,Vera,82.0,536,Lowell Hotel,Standard Single Room,1.6,41.70761261768468,44.787408551790755
318,Yes,Yes,Very Good,Saburtalo,107.0,85,Denis hotel,Standard Double Room,3.3,41.72222376354178,44.746048306010806
319,No,Yes,Wonderful,Vera,208.0,740,Rooms Hotel Tbilisi,Urban Queen Street Room,1.8,41.70761261768468,44.787408551790755
320,No,Yes,Wonderful,Vera,82.0,109,Classy Apartments Central,Apartment 2,1.7,41.70761261768468,44.787408551790755
321,Yes,Yes,Exceptional,Old Tbilisi,149.0,311,Wine Hills,Standard Triple Room,1.6,41.69209658252052,44.79406059228808
322,No,No,Very Good,Ortachala,53.0,228,Hotel King Tom,Single Room,,41.67561715536923,44.80989550394795
323,No,Yes,Wonderful,Vera,370.0,942,Stamba Hotel,Aviator Room,1.7,41.70761261768468,44.787408551790755
324,No,Yes,,Other,94.0,,tbilisi-gldani,One-Bedroom Apartment,1.4,,
325,No,Yes,Excellent,Vera,113.0,53,Vere Side Hotel,Double Room,1.9,41.70761261768468,44.787408551790755
326,No,Yes,Wonderful,Other,28.0,11,Cozy space in Tbilisi,Double Room,2.3,,
327,Yes,Yes,Very Good,Other,35.0,412,Paradise Hotel,Economy Single Room,6.4,,
328,Yes,No,Very Good,Old Tbilisi,142.0,740,Hotel Aqua Liberty,Large Double Room,0.15,41.69209658252052,44.79406059228808
329,No,Yes,Exceptional,Old Tbilisi,60.0,6,Old Town-Booking Apartment,One-Bedroom Apartment,1.1,41.69209658252052,44.79406059228808
330,No,Yes,Excellent,Saburtalo,82.0,11,Hotel Solum Roof Top,Double Room with Balcony,3.3,41.72222376354178,44.746048306010806
331,No,Yes,Wonderful,Old Tbilisi,125.0,369,Amante Narikala by Tbilisi Luxury Boutique Hotels,Library Twin Room,0.6,41.69209658252052,44.79406059228808
332,Yes,No,Good,Saburtalo,80.0,162,Best Western Tbilisi Art Hotel,Standard King Room with King Bed,3.4,41.72222376354178,44.746048306010806
333,Yes,Yes,Very Good,Mtatsminda,177.0,148,Urban Lodge Hotels,Economy Double Room,1.5,41.693060457156996,44.78551384334914
334,No,Yes,Wonderful,Vera,174.0,118,Boutique Hotel Day Inn,Queen Room with Balcony,1.6,41.70761261768468,44.787408551790755
335,No,Yes,,Other,60.0,,MARI,Two-Bedroom Apartment,,,
336,Yes,No,Exceptional,Old Tbilisi,158.0,18,Hotel Banovani,Standard Double Room,1.4,41.69209658252052,44.79406059228808
337,No,Yes,Wonderful,Other,77.0,40,Hotel Aura in Digomi,Budget Double Room,1.1,,
338,Yes,Yes,Wonderful,Old Tbilisi,176.0,525,Sandali by Tbilisi Luxury Boutique Hotels,Double or Twin Room with City View,1.2,41.69209658252052,44.79406059228808
339,No,Yes,Exceptional,Old Tbilisi,97.0,98,Khedi Hotel by Ginza Project,Standard Double or Twin Room,1.6,41.69209658252052,44.79406059228808
340,No,Yes,Wonderful,Old Tbilisi,63.0,59,Apartment on Freedom Square Diuma Street,One-Bedroom Apartment,0.15,41.69209658252052,44.79406059228808
341,No,Yes,Wonderful,Old Tbilisi,113.0,131,Hotisi Hotel,Standard King Room,1.4,41.69209658252052,44.79406059228808
342,No,Yes,Excellent,Old Tbilisi,82.0,104,Silver Hotel,Double Room,0.25,41.69209658252052,44.79406059228808
343,No,Yes,Good,Old Tbilisi,41.0,1,Toma’s guest house,One-Bedroom Apartment,1.3,41.69209658252052,44.79406059228808
344,Yes,Yes,Very Good,Other,102.0,124,Hotel Residence Plaza,Standard Double or Twin Room,2.6,,
345,No,Yes,Excellent,Old Tbilisi,63.0,83,Quality Inn Tbilisi,Budget Double Room,,41.69209658252052,44.79406059228808
346,No,Yes,Very Good,Vera,63.0,76,Hotel MM Apartments,Budget Double Room,1.6,41.70761261768468,44.787408551790755
347,No,Yes,Excellent,Other,38.0,224,Hotel S.R,Budget Double Room,5.9,,
348,No,Yes,Wonderful,Chugureti,14.0,143,Bude Hostel,Bed in 6-Bed Mixed Dormitory Room,2.2,41.72340168819495,44.82088685166248
349,Yes,No,Wonderful,Old Tbilisi,215.0,354,Castle in Old Town,Studio Apartment with Balcony under the Castle,0.5,41.69209658252052,44.79406059228808
350,No,Yes,Excellent,Other,61.0,100,Hotel Nabadi,Large Double Room,0.6,,
351,Yes,Yes,Wonderful,Old Tbilisi,100.0,57,Old Georgia,Standard Twin Room with City View,1.3,41.69209658252052,44.79406059228808
352,No,Yes,Exceptional,Other,42.0,19,Green Garden - Crimea,Double Room,2.7,,
353,Yes,Yes,Excellent,Chugureti,94.0,443,Tiflis Hotel,Budget Single Room,1.8,41.72340168819495,44.82088685166248
354,Yes,Yes,Very Good,Old Tbilisi,63.0,93,Hotel Konka,Budget Twin Room - No Window,0.45,41.69209658252052,44.79406059228808
355,No,Yes,Good,Vake,119.0,206,Hotel Orion Tbilisi,Standard Double Room,2.6,41.70553522376798,44.75495342831405
356,Yes,No,Excellent,Old Tbilisi,168.0,1062,ibis Styles Tbilisi Center,Standard Double Room,0.15,41.69209658252052,44.79406059228808
357,No,Yes,Excellent,Old Tbilisi,91.0,527,Eleven Inn Tbilisi,Double Room,1.2,41.69209658252052,44.79406059228808
358,Yes,Yes,Exceptional,Old Tbilisi,122.0,4,Makmani Hotel,Standard Single Room,0.25,41.69209658252052,44.79406059228808
359,No,Yes,Wonderful,Chugureti,58.0,146,Hotel Vorontsov,Small Double or Twin Room,1.3,41.72340168819495,44.82088685166248
360,No,Yes,Wonderful,Vera,94.0,124,Gutsa Artists Mini-Hotel,Apartment,1.7,41.70761261768468,44.787408551790755
361,No,Yes,Excellent,Other,38.0,77,Hotel Kvareli,Deluxe Double Room,6.4,,
362,No,Yes,Wonderful,Vera,173.0,109,Blueberry Nights,Budget Double Room,1.8,41.70761261768468,44.787408551790755
363,No,No,Very Good,Saburtalo,167.0,1216,"Holiday Inn - Tbilisi, an IHG Hotel",Standard King Room - Non-Smoking ,3.5,41.72222376354178,44.746048306010806
364,No,Yes,Wonderful,Old Tbilisi,21.0,99,Hotel Costa,Bed in 4-Bed Mixed Dormitory Room,,41.69209658252052,44.79406059228808
365,Yes,Yes,Exceptional,Old Tbilisi,163.0,210,Mukhrantubani Boutique Hotel,Standard Double Room,0.5,41.69209658252052,44.79406059228808
366,Yes,Yes,Excellent,Old Tbilisi,85.0,162,Hotel Voyager,Standard King Room,1.1,41.69209658252052,44.79406059228808
367,No,Yes,Very Good,Old Tbilisi,100.0,595,Sharden Hotel,Economy Single Room,0.5,41.69209658252052,44.79406059228808
368,No,Yes,Wonderful,Chugureti,14.0,143,Bude Hostel,Bed in 6-Bed Mixed Dormitory Room,2.2,41.72340168819495,44.82088685166248
369,No,No,Very Good,Chugureti,80.0,283,ibis Tbilisi Stadium,Standard Double Room,3.2,41.72340168819495,44.82088685166248
370,No,Yes,Exceptional,Old Tbilisi,130.0,344,hotel terrace,Comfort Quadruple Room,0.4,41.69209658252052,44.79406059228808
371,No,Yes,Wonderful,Old Tbilisi,82.0,65,Ethnograph Old Tbilisi,Standard Single Room,0.6,41.69209658252052,44.79406059228808
372,No,Yes,Score under 7,Mtatsminda,19.0,150,your hostel,Single Bed in Dormitory Room,1.2,41.693060457156996,44.78551384334914
373,No,Yes,Good,Other,69.0,865,Hotel Tbilisi Central by Mgzavrebi,Double or Twin Room with City View,3.1,,
374,No,Yes,Excellent,Vera,113.0,53,Vere Side Hotel,Double Room,1.9,41.70761261768468,44.787408551790755
375,No,Yes,Exceptional,Old Tbilisi,66.0,221,Sina Hotel,Budget Double or Twin Room,0.6,41.69209658252052,44.79406059228808
376,No,Yes,Wonderful,Old Tbilisi,38.0,51,Guest House Nice,Triple Room with Bathroom,0.3,41.69209658252052,44.79406059228808
377,Yes,Yes,Very Good,Chugureti,94.0,413,Elle Boutique Hotel,Small Double Room,1.7,41.72340168819495,44.82088685166248
378,Yes,Yes,Very Good,Saburtalo,188.0,228,Meta Business Hotel By King David,Single Room,,41.72222376354178,44.746048306010806
379,No,Yes,Good,Chugureti,88.0,191,Tbilisi Times,Standard Double or Twin Room with Garden View,1.7,41.72340168819495,44.82088685166248
380,Yes,Yes,Very Good,Vake,116.0,311,Best Western Tbilisi City Center,Standard Single Room,2.6,41.70553522376798,44.75495342831405
381,No,Yes,Wonderful,Other,88.0,601,Hotel West,Standard Double or Twin Room,,,
382,Yes,Yes,Excellent,Vera,102.0,53,Hotel Verisima,Standard Double Room,2.1,41.70761261768468,44.787408551790755
383,Yes,Yes,Wonderful,Vera,56.0,206,"Hotel ""Elesa Wera""",Budget Double Room,,41.70761261768468,44.787408551790755
384,Yes,No,Excellent,Other,56.0,188,Jazz Hotel,Standard Double or Twin Room with Balcony,4.5,,
385,Yes,Yes,Excellent,Other,167.0,220,Cron Palace kosher Tbilisi Hotel,Standard Double Room,2.8,,
386,No,Yes,Wonderful,Old Tbilisi,60.0,377,Old Tbilisi Apart-Hotel,Classic Double Room,0.2,41.69209658252052,44.79406059228808
387,Yes,Yes,Very Good,Mtatsminda,135.0,56,Hotel Bella Casa,Budget Double or Twin Room,1.3,41.693060457156996,44.78551384334914
388,No,Yes,,Other,38.0,,"Saburtalo, mini room",Loft,,,
389,No,Yes,Wonderful,Old Tbilisi,18.0,217,Envoy Hostel,Single Bed in 8-Bed Dormitory Room,0.8,41.69209658252052,44.79406059228808
390,No,Yes,Wonderful,Old Tbilisi,22.0,15,Lucky Hotel,Bunk Bed in Mixed Dormitory Room,0.15,41.69209658252052,44.79406059228808
391,No,Yes,Exceptional,Other,20.0,46,Elia Boutique Hostel,Male Dormitory Room,1.7,,
392,No,Yes,Very Good,Vera,75.0,4,Sunset Tbilisi Luxury ApartHotel,Deluxe Double Room with Balcony,2.5,41.70761261768468,44.787408551790755
393,No,Yes,Excellent,Other,25.0,451,Alex's Cosy Guesthouse,Double or Twin Room,2.8,,
394,Yes,Yes,Exceptional,Mtatsminda,78.0,441,Family Hotel Kolorit Old Tbilisi,Double Room with Balcony,0.8,41.693060457156996,44.78551384334914
395,Yes,Yes,Very Good,Other,169.0,1500,Hotels & Preference Hualing Tbilisi,Standard Twin Room,6.5,,
396,Yes,Yes,Wonderful,Old Tbilisi,169.0,494,Old Side Boutique Hotel,Standard Double or Twin Room,0.6,41.69209658252052,44.79406059228808
397,Yes,Yes,Wonderful,Mtatsminda,188.0,1012,Taberne Boutique Hotel Tbilisi,Standard Single Room,0.7,41.693060457156996,44.78551384334914
398,No,Yes,Very Good,Mtatsminda,66.0,173,Check-In Hotel,Junior Suite with Balcony,1.3,41.693060457156996,44.78551384334914
399,Yes,Yes,Excellent,Chugureti,50.0,49,"Guest House, Old-Si",Standard Apartment,2.6,41.72340168819495,44.82088685166248
400,No,Yes,Exceptional,Other,50.0,14,Babilon Hotel Tbilisi,Family Room,4.2,,
401,No,Yes,Exceptional,Mtatsminda,151.0,14,Tbilisi Apartment ll,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
402,No,Yes,Wonderful,Old Tbilisi,96.0,63,Wine Rock Hotel,Budget Double Room,1.2,41.69209658252052,44.79406059228808
403,No,Yes,Exceptional,Mtatsminda,232.0,7,Luxury Apartment For Families Or Group of Visitors In City Center,Apartment,0.5,41.693060457156996,44.78551384334914
404,No,Yes,Exceptional,Other,75.0,20,Bellis,Double Room,4.4,,
405,No,No,Wonderful,Old Tbilisi,114.0,89,Hotel Gureli,Deluxe Single Room with Balcony,1.4,41.69209658252052,44.79406059228808
406,No,No,Very Good,Old Tbilisi,151.0,96,Golden Tulip Design Tbilisi,Standard Room 1 Queen Bed,1.9,41.69209658252052,44.79406059228808
407,No,Yes,Wonderful,Other,75.0,161,Wine Symphony Boutique Hotel,Standard Double Room,4.2,,
408,No,Yes,Wonderful,Other,59.0,137,GK Villa,Double Room with Balcony,5.3,,
409,Yes,Yes,Exceptional,Other,91.0,97,Upstairs Hotel Tbilisi,Double Room with Balcony,2.4,,
410,No,No,Excellent,Other,88.0,157,Hotel Grand View in Tbilisi,Large Double or Twin Room,2.2,,
411,No,Yes,Good,Chugureti,38.0,7,dinahouse2,Budget Triple Room,1.6,41.72340168819495,44.82088685166248
412,No,Yes,Excellent,Old Tbilisi,31.0,74,Ortachala Summer House,Mixed Dormitory Room,2.1,41.69209658252052,44.79406059228808
413,No,Yes,Score under 7,Saburtalo,100.0,3,Cosmogreen apartments in Ameri Plaza,Deluxe Apartment,3.9,41.72222376354178,44.746048306010806
414,No,Yes,Excellent,Old Tbilisi,85.0,139,Historical Old Tbilisi,Apartment with Terrace,1.1,41.69209658252052,44.79406059228808
415,Yes,Yes,Excellent,Vera,138.0,133,Boho Tiflis Hotel,Standard Double Room,,41.70761261768468,44.787408551790755
416,Yes,Yes,Good,Other,63.0,76,New Hotel,Double Room,2.3,,
417,No,Yes,Exceptional,Old Tbilisi,138.0,39,Room 19,One-Bedroom Apartment,0.5,41.69209658252052,44.79406059228808
418,No,Yes,Excellent,Old Tbilisi,98.0,80,Cherry Garden,Standard Twin Room,1.2,41.69209658252052,44.79406059228808
419,Yes,No,Very Good,Vera,133.0,252,Sephia Hotel,Standard Double Room,2.2,41.70761261768468,44.787408551790755
420,No,No,Exceptional,Old Tbilisi,66.0,74,Tbilisi Center Hotel,Standard Double Room,1.3,41.69209658252052,44.79406059228808
421,No,Yes,Exceptional,Old Tbilisi,75.0,26,Sun Apartment,Two-Bedroom Apartment,1.6,41.69209658252052,44.79406059228808
422,No,Yes,,Chugureti,63.0,,Boutique Pirosmani,Family Room with Bathroom,2.4,41.72340168819495,44.82088685166248
423,Yes,No,Very Good,Mtatsminda,72.0,723,Hotello,Economy Double Room,0.8,41.693060457156996,44.78551384334914
424,No,Yes,Wonderful,Other,75.0,69,Rest Home Tbilisi,Standard Twin Room,2.4,,
425,No,Yes,Wonderful,Chugureti,40.0,58,Sunflower Hotel,Twin Room with Shared Bathroom,1.8,41.72340168819495,44.82088685166248
426,No,Yes,Wonderful,Mtatsminda,268.0,9,Serviced Apartment on Rustaveli Avenue 7,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
427,No,Yes,Exceptional,Mtatsminda,271.0,8,Serviced Apartment on Rustaveli Avenue,Apartment,0.6,41.693060457156996,44.78551384334914
428,No,Yes,Good,Chugureti,104.0,36,Taste Tbilisi,Standard Single Room,2.7,41.72340168819495,44.82088685166248
429,No,Yes,Excellent,Vera,51.0,96,Home25,Standard Quadruple Room,1.5,41.70761261768468,44.787408551790755
430,No,No,,Vake,48.0,,Vake Super Quiet Comfy apartment,One-Bedroom Apartment,2.6,41.70553522376798,44.75495342831405
431,No,Yes,Exceptional,Mtatsminda,155.0,5,Tbilisi Apartment I,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
432,No,Yes,Exceptional,Old Tbilisi,94.0,52,Tiflis Hut,One-Bedroom Apartment,0.2,41.69209658252052,44.79406059228808
433,No,Yes,Excellent,Other,81.0,8,დღიური ბინა ჰუალინგში daily apartment in Hualing,One-Bedroom Apartment,6.9,,
434,No,Yes,Exceptional,Mtatsminda,205.0,7,Serviced Apartment on Rustaveli Avenue 3,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
435,No,Yes,Score under 7,Other,50.0,103,Hotel Elegant,Double or Twin Room,7.1,,
436,No,Yes,Good,Vera,251.0,9,Sweet Home 6 VIP at Rustaveli Avenue,Apartment,1.9,41.70761261768468,44.787408551790755
437,No,No,Wonderful,Old Tbilisi,69.0,83,Aura Plaza Hotel,Standard Twin Room,1.1,41.69209658252052,44.79406059228808
438,No,Yes,Wonderful,Mtatsminda,139.0,29,Tbilisi Art apartament,Two-Bedroom Apartment,0.6,41.693060457156996,44.78551384334914
439,No,Yes,Exceptional,Old Tbilisi,41.0,39,Siemens House,Double Room with Shared Bathroom,0.45,41.69209658252052,44.79406059228808
440,No,Yes,Exceptional,Saburtalo,104.0,3,Fully-furnished luxury apartment hosted by Beka,One-Bedroom Apartment,7.8,41.72222376354178,44.746048306010806
