,breakfast,cancelation,guest_reviews,location,price_AZN,review_number,title,type_room,distance_km,latitude,longitude
12,No,Yes,,Other,28.0,,Gold house,Large Double Room,4.5,,
13,No,Yes,Wonderful,Other,85.0,233,Green Boutique Hotel,Deluxe Double Room with Shower,2.4,,
14,Yes,Yes,Excellent,Old Tbilisi,74.0,200,MariaLuis Hotel,Small Double or Twin Room,1.1,41.69209658252052,44.79406059228808
15,No,Yes,Exceptional,Old Tbilisi,58.0,1,Old Tbilisi Terrace,Double Room,1.2,41.69209658252052,44.79406059228808
16,Yes,Yes,Very Good,Vake,72.0,133,Hotel Genio,Budget Double or Twin Room,3.3,41.70553522376798,44.75495342831405
17,Yes,Yes,Exceptional,Other,38.0,214,Guesthouse different,Small Single Room,2.4,,
18,Yes,Yes,Wonderful,Old Tbilisi,115.0,449,Address Boutique Hotel,Economy Double or Twin Room,,41.69209658252052,44.79406059228808
19,Yes,Yes,Very Good,Other,85.0,110,Dolabauri Hotel,Standard Double Room,2.7,,
20,No,Yes,Very Good,Old Tbilisi,19.0,263,Namaste Hostel,Single Bed in Mixed Dormitory Room,0.6,41.69209658252052,44.79406059228808
21,No,Yes,Wonderful,Old Tbilisi,125.0,354,Redrum Tbilisi Boutique Hotel,Deluxe Double Room with Bath,0.6,41.69209658252052,44.79406059228808
22,No,Yes,Excellent,Old Tbilisi,45.0,160,Hotel Blissdom,Standard Single Room,,41.69209658252052,44.79406059228808
23,Yes,Yes,Good,Chugureti,56.0,110,Sultan Hotel,Economy Single Room,2.4,41.72340168819495,44.82088685166248
24,No,Yes,Excellent,Old Tbilisi,58.0,412,Hotel Opinion,Double or Twin Room with Balcony,0.45,41.69209658252052,44.79406059228808
25,No,Yes,Wonderful,Old Tbilisi,65.0,292,Golden Light Hotel,Large Double Room,0.7,41.69209658252052,44.79406059228808
26,No,Yes,Wonderful,Old Tbilisi,122.0,540,Galaktioni 22,Large Double Room,0.35,41.69209658252052,44.79406059228808
27,Yes,Yes,Very Good,Other,105.0,129,Hotel Beaumonde Garden,Budget Double Room,6.9,,
28,No,No,Exceptional,Mtatsminda,120.0,284,Bazzar Boutique Hotel,Double Room - Disability Access,0.5,41.693060457156996,44.78551384334914
29,No,Yes,Excellent,Old Tbilisi,100.0,87,Hotel Brigitte Tbilisi,Budget Twin Room,0.5,41.69209658252052,44.79406059228808
30,Yes,Yes,Excellent,Mtatsminda,118.0,970,The Terrace Boutique Hotel,Standard Double Room,1.1,41.693060457156996,44.78551384334914
31,No,Yes,Excellent,Mtatsminda,116.0,374,Citrus Hotel,Standard Double or Twin Room,0.5,41.693060457156996,44.78551384334914
32,No,No,Wonderful,Old Tbilisi,121.0,846,Citadel Narikala Hotel,"Standard Single Room with City View, Without Balcony",0.8,41.69209658252052,44.79406059228808
33,No,Yes,Excellent,Vera,75.0,130,Old Gold Pero,Deluxe Double Room,1.9,41.70761261768468,44.787408551790755
34,No,Yes,Exceptional,Mtatsminda,83.0,21,6 Unique Apartments,Superior Apartment,0.8,41.693060457156996,44.78551384334914
35,No,Yes,Wonderful,Old Tbilisi,65.0,277,Piano Borracho Boutique Hotel Old Tbilisi,Hippie Standard Double/Twin,1.7,41.69209658252052,44.79406059228808
36,Yes,Yes,Very Good,Other,69.0,16,New White House,Double Room with Garden View,1.7,,
37,No,Yes,Good,Vera,9.0,132,Footpath Hostel,Bunk Bed in Mixed Dormitory Room,,41.70761261768468,44.787408551790755
38,No,Yes,Wonderful,Old Tbilisi,31.0,150,Guest House Hello,Twin Room with Shared Bathroom,0.4,41.69209658252052,44.79406059228808
39,Yes,Yes,Wonderful,Chugureti,113.0,53,Hotel avenue 106,Superior Single Room,,41.72340168819495,44.82088685166248
40,No,Yes,Excellent,Mtatsminda,44.0,153,Diwan,Large Double Room,0.5,41.693060457156996,44.78551384334914
41,No,Yes,Wonderful,Didube,62.0,79,Hotel Toma's House,Economy Twin Room,3.7,41.750520159335146,44.7815007925187
42,No,Yes,Exceptional,Chugureti,28.0,327,When in Tbilisi,Economy Triple Room,2.5,41.72340168819495,44.82088685166248
43,No,Yes,Wonderful,Old Tbilisi,71.0,108,Downtown Hotel Tbilisi,Superior Single Room,0.4,41.69209658252052,44.79406059228808
44,No,Yes,Wonderful,Old Tbilisi,226.0,659,About Sololaki,Standard Double or Twin Room,0.7,41.69209658252052,44.79406059228808
45,No,No,Wonderful,Old Tbilisi,141.0,206,Hotel Abanotubani,Standard Double Room,,41.69209658252052,44.79406059228808
46,Yes,Yes,Wonderful,Mtatsminda,105.0,79,EPIGRAPH TOWN HOTEL,Economy Double Room,0.7,41.693060457156996,44.78551384334914
47,Yes,Yes,Exceptional,Old Tbilisi,60.0,7,Qeroli old town,Double or Twin Room,,41.69209658252052,44.79406059228808
48,Yes,Yes,Excellent,Chugureti,75.0,544,Ornament Boutique Hotel,Budget Double or Twin Room,1.3,41.72340168819495,44.82088685166248
49,No,Yes,Exceptional,Old Tbilisi,66.0,221,Sina Hotel,Budget Double or Twin Room,0.6,41.69209658252052,44.79406059228808
50,No,No,Wonderful,Vera,101.0,80,Ramada by Wyndham Tbilisi,"1 Queen Bed, Compact Room, Non-Smoking",2.1,41.70761261768468,44.787408551790755
51,No,Yes,Wonderful,Mtatsminda,74.0,127,Homey,Double Room with Private Bathroom,1.3,41.693060457156996,44.78551384334914
52,No,Yes,Excellent,Chugureti,22.0,133,Valera Homestay,Budget Double Room,2.9,41.72340168819495,44.82088685166248
53,Yes,Yes,Excellent,Old Tbilisi,38.0,137,Guest House Gio,Economy Twin Room,0.1,41.69209658252052,44.79406059228808
54,No,Yes,Exceptional,Old Tbilisi,38.0,167,Guest House Lile,Superior Twin Room,0.5,41.69209658252052,44.79406059228808
55,Yes,Yes,Excellent,Other,88.0,114,Granada Hotel and Restaurant,Double Room,,,
56,No,No,Wonderful,Old Tbilisi,110.0,552,Matiane Boutique Hotel,Budget Double or Twin Room,1.3,41.69209658252052,44.79406059228808
57,No,Yes,Excellent,Mtatsminda,116.0,374,Citrus Hotel,Standard Double or Twin Room,0.5,41.693060457156996,44.78551384334914
58,Yes,Yes,Exceptional,Vera,76.0,87,Hotel Home,Double or Twin Room,1.6,41.70761261768468,44.787408551790755
59,Yes,Yes,Very Good,Old Tbilisi,66.0,50,Hotel Metekhi Line,Economy Double or Twin Room,1.3,41.69209658252052,44.79406059228808
60,No,Yes,Exceptional,Chugureti,24.0,194,Lets Go House,Twin Room with Shared Toilet,1.1,41.72340168819495,44.82088685166248
61,Yes,Yes,Exceptional,Old Tbilisi,69.0,387,B&B Old Tbilisi,Economy Twin Room,0.9,41.69209658252052,44.79406059228808
62,Yes,Yes,Very Good,Old Tbilisi,92.0,237,Hotel Marlyn,Standard Twin Room,0.1,41.69209658252052,44.79406059228808
63,No,Yes,Exceptional,Old Tbilisi,44.0,107,Guesthouse Hillside,Quadruple Room with Balcony,0.1,41.69209658252052,44.79406059228808
64,No,Yes,Excellent,Other,79.0,258,East Gate Boutique Hotel,Economy Double Room,2.9,,
65,Yes,Yes,Very Good,Chugureti,119.0,326,King David Hotel,Standard Double Room,2.5,41.72340168819495,44.82088685166248
66,Yes,Yes,Exceptional,Old Tbilisi,164.0,93,STROFI by Tbilisi Luxury Boutique Hotels,Standard Double Room,0.4,41.69209658252052,44.79406059228808
67,Yes,Yes,Exceptional,Other,104.0,344,Siberia Hotel,Superior King Room,1.7,,
68,No,Yes,Excellent,Chugureti,65.0,50,OGE Boutique Midtown hotel,Standard Single Room,2.1,41.72340168819495,44.82088685166248
69,No,Yes,Good,Vera,169.0,1637,Margo Palace Hotel,Standard Double or Twin Room,1.7,41.70761261768468,44.787408551790755
70,No,Yes,Exceptional,Chugureti,118.0,71,Lemo Hotel Tbilisi,Standard Double Room,1.7,41.72340168819495,44.82088685166248
71,Yes,Yes,Wonderful,Other,68.0,271,Hotel Piano,Budget Double Room,2.6,,
72,Yes,Yes,Wonderful,Old Tbilisi,176.0,62,Writers' House Residency,Superior Double Room,0.4,41.69209658252052,44.79406059228808
73,No,Yes,Good,Old Tbilisi,25.0,70,Hostel Old City Sololaki,Budget Single Room,0.8,41.69209658252052,44.79406059228808
74,No,Yes,Exceptional,Old Tbilisi,113.0,5,Rikhe palace boutique hotel,Budget Double Room,,41.69209658252052,44.79406059228808
75,Yes,Yes,Very Good,Old Tbilisi,91.0,457,Kindli Hotel,Double or Twin Room with Shared Bathroom,0.45,41.69209658252052,44.79406059228808
76,No,Yes,Excellent,Vera,56.0,96,Anbani Apartments - City Center,King Studio,1.6,41.70761261768468,44.787408551790755
77,No,Yes,Very Good,Old Tbilisi,35.0,128,Hotel Canyon,Double or Twin Room with Private External Bathroom,,41.69209658252052,44.79406059228808
78,No,Yes,Exceptional,Old Tbilisi,108.0,17,Hotel Blue Balcony,Single Room with Terrace,0.4,41.69209658252052,44.79406059228808
79,Yes,Yes,Excellent,Other,144.0,528,Reed Hotel Tbilisi,Budget Double Room,3.1,,
80,No,Yes,Exceptional,Vake,69.0,254,Sakhli at Chavchavadze ave 15,Standard King Room,3.1,41.70553522376798,44.75495342831405
81,Yes,Yes,Very Good,Old Tbilisi,274.0,1354,Wyndham Grand Tbilisi,King Room with Interior View,0.1,41.69209658252052,44.79406059228808
82,Yes,Yes,Excellent,Chugureti,107.0,300,History of Tbilisi,Budget Double Room,1.6,41.72340168819495,44.82088685166248
83,Yes,Yes,Excellent,Chugureti,94.0,443,Tiflis Hotel,Budget Single Room,1.8,41.72340168819495,44.82088685166248
84,No,Yes,Very Good,Mtatsminda,102.0,520,Hotel Liberty Theatre,Small Twin Room,0.25,41.693060457156996,44.78551384334914
85,Yes,No,Wonderful,Chugureti,94.0,148,Hotel Adora,Budget Twin Room,1.2,41.72340168819495,44.82088685166248
86,No,Yes,Very Good,Other,82.0,247,BG Palace Hotel,Standard Twin Room,6.3,,
87,Yes,No,Wonderful,Old Tbilisi,73.0,409,Tbilisi Story Hotel,Economy Double or Twin Room,1.1,41.69209658252052,44.79406059228808
88,No,Yes,Excellent,Mtatsminda,18.0,313,Moosica Hostel,Single Bed in Mixed Dormitory Room,0.9,41.693060457156996,44.78551384334914
89,No,Yes,Exceptional,Chugureti,71.0,2,Leo palace,Deluxe Double Room with Balcony,1.7,41.72340168819495,44.82088685166248
90,No,Yes,Wonderful,Old Tbilisi,63.0,140,Heart of Old Tbilisi Apartments,Apartment,0.3,41.69209658252052,44.79406059228808
91,Yes,Yes,Excellent,Other,82.0,327,Reikartz Horizont Tbilisi,King Room,8.2,,
92,No,Yes,Wonderful,Chugureti,68.0,144,House 52 Boutique Hotel,Standard Double Room,,41.72340168819495,44.82088685166248
93,Yes,Yes,Wonderful,Other,110.0,895,Timber Boutique Hotel,Economy Double Room,2.1,,
94,No,Yes,Very Good,Saburtalo,75.0,38,Hotel Caucasus,Standard Double Room,7.7,41.72222376354178,44.746048306010806
95,No,Yes,Excellent,Mtatsminda,69.0,117,Atoneli Apartment hotel,Apartment - Ground Floor,0.8,41.693060457156996,44.78551384334914
96,Yes,No,Exceptional,Old Tbilisi,147.0,168,Hotel Address 9D,Standard Double Room,1.4,41.69209658252052,44.79406059228808
97,No,Yes,Very Good,Chugureti,19.0,122,Hostel 17,Budget Single Room,1.6,41.72340168819495,44.82088685166248
98,Yes,Yes,Excellent,Old Tbilisi,62.0,275,Hotel Classic,Single Room,1.3,41.69209658252052,44.79406059228808
99,Yes,Yes,Wonderful,Old Tbilisi,98.0,883,Silver 34 Boutique,Budget Double Room,0.25,41.69209658252052,44.79406059228808
100,Yes,Yes,Wonderful,Chugureti,151.0,207,Heritage Hotel and Suites,Deluxe Double or Twin Room with Balcony,1.7,41.72340168819495,44.82088685166248
101,No,Yes,Very Good,Chugureti,16.0,183,Hostel Indie Mindie,Bed in 6-Bed Mixed Dormitory Room,1.1,41.72340168819495,44.82088685166248
102,No,Yes,Wonderful,Old Tbilisi,75.0,519,Le Caucase,Standard Double Room,0.25,41.69209658252052,44.79406059228808
103,No,Yes,Good,Mtatsminda,8.0,148,My Hostel and Cooking House!,6-Bed Mixed Dormitory Room,1.5,41.693060457156996,44.78551384334914
104,No,Yes,Exceptional,Other,50.0,85,Apart Hotel Vera,Double Room with Extra Bed,2.4,,
105,Yes,Yes,Wonderful,Mtatsminda,58.0,739,Old Town Mtatsminda,Budget Double Room,0.8,41.693060457156996,44.78551384334914
106,Yes,Yes,Wonderful,Old Tbilisi,116.0,169,Betlemi Hotel,Standard Double Room,0.6,41.69209658252052,44.79406059228808
107,No,Yes,Very Good,Vake,66.0,33,Hotel Ciskari,Twin Room,5.2,41.70553522376798,44.75495342831405
108,Yes,Yes,Excellent,Mtatsminda,41.0,223,Guest House Zemeli,Family Suite,1.3,41.693060457156996,44.78551384334914
109,No,Yes,Excellent,Old Tbilisi,40.0,36,Gela's Apartment,Apartment,0.6,41.69209658252052,44.79406059228808
110,No,No,Very Good,Other,63.0,335,Victoria Inn Tbilisi,Economy Double Room,3.8,,
111,No,Yes,Wonderful,Old Tbilisi,150.0,1128,TbiliSee Hotel,Double Room,0.6,41.69209658252052,44.79406059228808
112,No,Yes,Excellent,Chugureti,63.0,451,Hotel Corner,Standard Double or Twin Room with City View,1.2,41.72340168819495,44.82088685166248
113,Yes,Yes,Excellent,Old Tbilisi,119.0,547,Hotel Sololaki,Superior Twin Room,0.3,41.69209658252052,44.79406059228808
114,Yes,Yes,Excellent,Chugureti,69.0,535,Tiflis Inn Boutique Hotel,Deluxe Double Room with Extra Bed,2.1,41.72340168819495,44.82088685166248
115,Yes,Yes,Wonderful,Other,41.0,241,Sanata,Budget Single Room,3.7,,
116,Yes,No,Wonderful,Old Tbilisi,77.0,849,Graphica Tbilisi Hotel,Economy Double Room,1.6,41.69209658252052,44.79406059228808
117,No,Yes,Very Good,Other,85.0,132,Apart Hotel MX,Double Room,5.7,,
118,Yes,Yes,Good,Old Tbilisi,63.0,131,Meidan View,Budget Double Room (Internal window) ,0.8,41.69209658252052,44.79406059228808
119,No,Yes,Exceptional,Mtatsminda,44.0,45,Modern apartment in the heart of Old Tbilisi,One-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
120,No,Yes,Excellent,Mtatsminda,31.0,188,Gallery Hostel Tbilisi,Bed in 8-Bed Mixed Dormitory Room,,41.693060457156996,44.78551384334914
121,Yes,Yes,Excellent,Old Tbilisi,126.0,340,Mariam R,Twin Room,0.45,41.69209658252052,44.79406059228808
122,Yes,Yes,Very Good,Old Tbilisi,91.0,457,Kindli Hotel,Double or Twin Room with Shared Bathroom,0.45,41.69209658252052,44.79406059228808
123,No,Yes,Excellent,Vera,56.0,96,Anbani Apartments - City Center,King Studio,1.6,41.70761261768468,44.787408551790755
124,No,Yes,Very Good,Old Tbilisi,35.0,128,Hotel Canyon,Double or Twin Room with Private External Bathroom,,41.69209658252052,44.79406059228808
125,No,Yes,Wonderful,Saburtalo,94.0,223,Batesta Hotel,Budget Double Room,5.4,41.72222376354178,44.746048306010806
126,Yes,Yes,Exceptional,Saburtalo,79.0,264,Hotel Wine Palace,Double Room with Balcony,3.3,41.72222376354178,44.746048306010806
127,No,Yes,Excellent,Saburtalo,116.0,976,Episode Tbilisi,Single Room,,41.72222376354178,44.746048306010806
128,No,Yes,Good,Chugureti,86.0,482,Tribeca Hotel,Double Room,2.2,41.72340168819495,44.82088685166248
129,Yes,Yes,Very Good,Chugureti,75.0,32,Redline Hotel,Standard Twin Room,1.8,41.72340168819495,44.82088685166248
130,No,Yes,Excellent,Old Tbilisi,41.0,153,7 Rooms,Twin Room with City View,1.1,41.69209658252052,44.79406059228808
131,No,Yes,Very Good,Old Tbilisi,19.0,309,Soul Kitchen,Bed in 10-Bed Mixed Dormitory Room,0.25,41.69209658252052,44.79406059228808
132,No,Yes,Exceptional,Mtatsminda,101.0,264,Stay Boutique Hotel,Double or Twin Room,1.5,41.693060457156996,44.78551384334914
133,Yes,Yes,Excellent,Chugureti,88.0,543,Royal Inn,Standard Twin Room,1.2,41.72340168819495,44.82088685166248
134,Yes,Yes,Very Good,Old Tbilisi,105.0,519,Hotel Imperial House,Economy Double Room,0.2,41.69209658252052,44.79406059228808
135,No,Yes,Wonderful,Mtatsminda,50.0,56,Twins Hotel,Standard Double Room,1.4,41.693060457156996,44.78551384334914
136,Yes,Yes,Exceptional,Old Tbilisi,16.0,491,Maria's homestay,Bed in 4-Bed Mixed Dormitory Room,0.5,41.69209658252052,44.79406059228808
137,Yes,Yes,Wonderful,Vake,90.0,123,Hotel Linge,Double Room with Balcony,2.5,41.70553522376798,44.75495342831405
138,Yes,Yes,Wonderful,Old Tbilisi,102.0,200,Artists Residence in Tbilisi,Large Double Room,1.6,41.69209658252052,44.79406059228808
139,Yes,Yes,Wonderful,Old Tbilisi,122.0,536,Hotel Khokhobi Old Tbilisi,Standard Double Room,,41.69209658252052,44.79406059228808
140,No,Yes,Wonderful,Old Tbilisi,94.0,292,Boutique Fantaisie,Twin Room,0.2,41.69209658252052,44.79406059228808
141,Yes,No,Very Good,Mtatsminda,45.0,736,Villa Hotel Tbilisi,Single Room,1.2,41.693060457156996,44.78551384334914
142,No,Yes,Good,Old Tbilisi,59.0,272,AIA Hotel,Standard Single Room,1.1,41.69209658252052,44.79406059228808
143,Yes,Yes,Wonderful,Other,83.0,60,Rivendell Umbrella Collection,Single Room,3.2,,
144,No,Yes,Very Good,Old Tbilisi,68.0,503,Hotel Iveria,Budget Double Room,0.6,41.69209658252052,44.79406059228808
145,Yes,Yes,Wonderful,Chugureti,99.0,251,Hotel Art Nebula,Budget Twin Room,2.1,41.72340168819495,44.82088685166248
146,No,Yes,Wonderful,Mtatsminda,89.0,230,Octava Boutique Hotel,Deluxe Twin Room,0.7,41.693060457156996,44.78551384334914
147,Yes,Yes,Wonderful,Vera,80.0,111,Laguna Hotel,Double or Twin Room with Balcony,2.3,41.70761261768468,44.787408551790755
148,No,Yes,Exceptional,Old Tbilisi,151.0,163,Vinotel Boutique Hotel,Single Room,0.9,41.69209658252052,44.79406059228808
149,No,Yes,Excellent,Old Tbilisi,69.0,89,Red Fox Guesthouse,Budget Single Room,1.1,41.69209658252052,44.79406059228808
150,No,Yes,Wonderful,Old Tbilisi,75.0,291,Pantomime Museum Hotel,Standard Double Room,0.8,41.69209658252052,44.79406059228808
151,No,Yes,Excellent,Mtatsminda,69.0,180,Star Hotel,Deluxe Double Room,0.7,41.693060457156996,44.78551384334914
152,No,Yes,Wonderful,Other,53.0,281,Gamarjoba Hotel,Deluxe Double Room,,,
153,Yes,No,Good,Chugureti,91.0,15,ARISTOCRAT,Large Double or Twin Room,3.1,41.72340168819495,44.82088685166248
154,Yes,Yes,Exceptional,Saburtalo,100.0,116,HOTEL SABU,Standard Double or Twin Room with Balcony,5.1,41.72222376354178,44.746048306010806
155,No,Yes,Good,Chugureti,107.0,268,Sama Grand Hotel,Deluxe Twin Room,3.1,41.72340168819495,44.82088685166248
156,No,Yes,Excellent,Mtatsminda,376.0,1736,The Biltmore Tbilisi Hotel,Deluxe Room,1.1,41.693060457156996,44.78551384334914
157,Yes,Yes,Excellent,Old Tbilisi,113.0,315,Old Metekhi Hotel,Double Room - Attic without View ,,41.69209658252052,44.79406059228808
158,No,No,Exceptional,Old Tbilisi,66.0,123,Friendship House,Economy Double Room,1.5,41.69209658252052,44.79406059228808
159,No,Yes,Wonderful,Old Tbilisi,138.0,145,Boutique Apart Hotel Adagio,Standard Double or Twin Room,0.35,41.69209658252052,44.79406059228808
160,No,Yes,Wonderful,Other,63.0,3,Tunti's Apartments,One-Bedroom Apartment,3.2,,
161,No,Yes,Very Good,Old Tbilisi,39.0,50,Art-Gallery Avlabari,Double Room with Balcony,1.3,41.69209658252052,44.79406059228808
162,Yes,Yes,Exceptional,Other,56.0,90,Family Hotel Triston,Economy Twin Room without Window,2.9,,
163,No,No,Excellent,Old Tbilisi,98.0,45,Hotel Tbiliseli,Double Room with Balcony,0.25,41.69209658252052,44.79406059228808
164,No,Yes,Exceptional,Old Tbilisi,169.0,156,Boutique Apart Upe,Penthouse Apartment with balcony and panoramic view,0.8,41.69209658252052,44.79406059228808
165,Yes,Yes,Excellent,Old Tbilisi,151.0,361,Theory Hotel,Economy Double Room,0.25,41.69209658252052,44.79406059228808
166,No,Yes,Exceptional,Old Tbilisi,63.0,84,Borboleta 3,Studio Apartment,0.5,41.69209658252052,44.79406059228808
167,No,Yes,Very Good,Old Tbilisi,41.0,72,MyVibe,Queen Room,0.25,41.69209658252052,44.79406059228808
168,Yes,Yes,Good,Didube,97.0,104,Hotel Betlem,Budget Double Room,3.7,41.750520159335146,44.7815007925187
169,No,Yes,Exceptional,Old Tbilisi,91.0,23,OLD CORNER,One-Bedroom Apartment,0.4,41.69209658252052,44.79406059228808
170,Yes,No,Very Good,Chugureti,131.0,519,New Tiflis Hotel,Standard King Room,1.7,41.72340168819495,44.82088685166248
171,Yes,Yes,Exceptional,Chugureti,85.0,31,Hotel Renesans,Standard Double Room,1.9,41.72340168819495,44.82088685166248
172,No,Yes,Very Good,Chugureti,19.0,84,Wine Hostel,Single Bed in Male Dormitory Room,2.2,41.72340168819495,44.82088685166248
173,No,Yes,Very Good,Old Tbilisi,75.0,13,Appartament Home Plus,Budget Double Room,0.4,41.69209658252052,44.79406059228808
174,No,Yes,Very Good,Saburtalo,63.0,22,Hotel Bu,Double Room with Balcony,4.7,41.72222376354178,44.746048306010806
175,No,Yes,Wonderful,Old Tbilisi,53.0,135,Hotel New Avlabari,Large Twin Room,1.9,41.69209658252052,44.79406059228808
176,Yes,Yes,Exceptional,Mtatsminda,119.0,363,City Heart Hotel,Twin Room,0.7,41.693060457156996,44.78551384334914
177,Yes,Yes,Very Good,Other,,484,Iveria Inn Hotel,Single,5.3,,
178,No,No,Very Good,Vera,78.0,357,ibis budget Tbilisi Center,Double Room with Extra Bed,1.9,41.70761261768468,44.787408551790755
179,No,No,Excellent,Chugureti,159.0,678,Moxy Tbilisi by Marriott,Moxy Sleeper Twin Room,1.1,41.72340168819495,44.82088685166248
180,No,Yes,Excellent,Chugureti,55.0,61,Hotel Grandis,Double or Twin Room with Terrace,1.1,41.72340168819495,44.82088685166248
181,Yes,No,Excellent,Vera,85.0,114,Hotel Georgian Holiday,Single Room with Private Bathroom,2.2,41.70761261768468,44.787408551790755
182,No,Yes,Wonderful,Saburtalo,94.0,39,Sol's M2 White Modern Apartments,Standard Apartment,5.3,41.72222376354178,44.746048306010806
183,No,Yes,Wonderful,Mtatsminda,78.0,262,9 Borbalo Street Apartment with terrace,Apartment with Terrace,1.1,41.693060457156996,44.78551384334914
184,No,Yes,Excellent,Ortachala,63.0,83,Light Hotel,Budget Triple Room,2.4,41.67561715536923,44.80989550394795
185,Yes,Yes,Very Good,Old Tbilisi,66.0,153,The One Terrace,Double Room,1.1,41.69209658252052,44.79406059228808
186,No,Yes,,Other,107.0,,Feel home and enjoy your stay,One-Bedroom Apartment,9.4,,
187,No,Yes,Good,Other,9.0,76,MARIELI HOTEL,10-Bed Mixed Dormitory Room,3.2,,
188,No,Yes,Excellent,Chugureti,86.0,197,Ninoshvili Apartments by Picnic,Studio Apartment,2.9,41.72340168819495,44.82088685166248
189,No,Yes,Good,Old Tbilisi,13.0,13,Guest house on Gorgasali 37,Single Bed in Dormitory Room,,41.69209658252052,44.79406059228808
190,Yes,Yes,Very Good,Old Tbilisi,113.0,183,MUSMORE Boutique Hotel,Single Room,0.15,41.69209658252052,44.79406059228808
191,No,Yes,Excellent,Mtatsminda,42.0,247,HOME 6,Budget Twin Room without Window,0.5,41.693060457156996,44.78551384334914
192,No,No,Good,Old Tbilisi,18.0,136,Georgia On My Mind,Single Bed in 4-Bed Dormitory Room,,41.69209658252052,44.79406059228808
193,No,No,Exceptional,Vake,167.0,320,Hotel S&L,Twin Room,5.2,41.70553522376798,44.75495342831405
194,No,No,Excellent,Old Tbilisi,323.0,392,Sheraton Grand Tbilisi Metechi Palace,"Deluxe King, Guest room, 1 King",1.9,41.69209658252052,44.79406059228808
195,No,Yes,Very Good,Old Tbilisi,132.0,465,Maison Boutique Hotel,Single Room with Balcony,0.7,41.69209658252052,44.79406059228808
196,No,No,Wonderful,Old Tbilisi,67.0,29,Hotel Loft,Deluxe Double or Twin Room,0.35,41.69209658252052,44.79406059228808
197,No,No,Very Good,Old Tbilisi,207.0,233,Monograph Freedom Square,Standard Double Room,0.1,41.69209658252052,44.79406059228808
198,No,No,Wonderful,Old Tbilisi,56.0,58,Bliss Hotel,Budget Double Room,0.9,41.69209658252052,44.79406059228808
199,Yes,Yes,Very Good,Other,75.0,262,Orchid Boutique Hotel,Deluxe Double Room,2.7,,
200,No,Yes,Wonderful,Chugureti,56.0,39,Apartments Se7en,Studio Apartment,1.3,41.72340168819495,44.82088685166248
201,Yes,Yes,Excellent,Ortachala,79.0,61,Hotel Boutique George,Budget Double Room,2.3,41.67561715536923,44.80989550394795
202,No,Yes,Exceptional,Other,38.0,22,Tbilisi View House,Standard Double Room,1.9,,
203,No,Yes,Very Good,Chugureti,63.0,56,Guest House Keria,Comfort Triple Room with Shower,1.5,41.72340168819495,44.82088685166248
204,No,No,Excellent,Old Tbilisi,223.0,232,Courtyard by Marriott Tbilisi,"Deluxe Room, 1 King",,41.69209658252052,44.79406059228808
205,No,Yes,Wonderful,Other,38.0,121,guest house katia tbilisi,Deluxe Room,3.2,,
206,No,Yes,Exceptional,Mtatsminda,56.0,129,Guest House Nana,Double Room with Private Bathroom,0.35,41.693060457156996,44.78551384334914
207,Yes,No,Exceptional,Mtatsminda,69.0,801,Tbilisi View Hotel,Standard Double Room without Window,1.5,41.693060457156996,44.78551384334914
208,No,Yes,Good,Other,28.0,4,Guest House Gikacha,Apartment,2.4,,
209,No,Yes,Excellent,Other,78.0,70,Hotel Delisi,Standard Single Room,6.1,,
210,No,Yes,Good,Didube,69.0,105,Athletics Hotel,Budget Double Room,5.6,41.750520159335146,44.7815007925187
211,Yes,Yes,Wonderful,Old Tbilisi,157.0,295,Marionn Hotel,Comfort Single Room,1.4,41.69209658252052,44.79406059228808
212,Yes,Yes,Wonderful,Old Tbilisi,82.0,194,Citadel Express,Small Double Room,0.8,41.69209658252052,44.79406059228808
213,No,No,Excellent,Didube,62.0,285,Iberia Didube,Budget Double or Twin Room,5.9,41.750520159335146,44.7815007925187
214,No,Yes,Exceptional,Chugureti,110.0,72,"ApartTen ""capture old Tbilisi spirit""",Studio Apartment,1.8,41.72340168819495,44.82088685166248
215,No,Yes,Very Good,Other,97.0,46,Hotel Pushkin,Standard Double Room,,,
216,No,Yes,Exceptional,Other,44.0,2,Hotel MKM GROUP,Double Room,6.7,,
217,No,Yes,Excellent,Old Tbilisi,31.0,58,Guest House Zatika,Budget Double Room,0.2,41.69209658252052,44.79406059228808
218,No,Yes,Good,Chugureti,108.0,454,The Grove Design Hotel,Mood Room,2.9,41.72340168819495,44.82088685166248
219,Yes,Yes,Wonderful,Vera,73.0,287,Terrace House Tbilisi,King Room with Mountain View,1.6,41.70761261768468,44.787408551790755
220,No,No,Exceptional,Saburtalo,71.0,72,Hotel Elite Lux,Standard Twin Room,4.7,41.72222376354178,44.746048306010806
221,Yes,Yes,Wonderful,Old Tbilisi,94.0,689,Brooch Boutique Hotel,Budget Double Room,1.4,41.69209658252052,44.79406059228808
222,No,Yes,Wonderful,Old Tbilisi,119.0,51,Margot Old Tbilisi,Double Room with Garden View,1.5,41.69209658252052,44.79406059228808
223,No,Yes,Wonderful,Didube,56.0,161,Hotel LU-MA,Deluxe Double Room with Bath,3.7,41.750520159335146,44.7815007925187
224,No,Yes,Wonderful,Chugureti,44.0,13,OLD TBILISI APARTMENTS,One-Bedroom Apartment,2.3,41.72340168819495,44.82088685166248
